Part 1: 3068
Rock num: 7200 (277484.93 rocks/s), 3603811s/60063m/1001.05h/41.71d remaining; height: 0r108
Rock num: 7400 (277122.32 rocks/s), 3608518s/60141m/1002.35h/41.76d remaining; height: 0r8
Rock num: 7600 (277192.30 rocks/s), 3607607s/60126m/1002.10h/41.75d remaining; height: 0r114
Rock num: 7800 (276920.72 rocks/s), 3611151s/60185m/1003.08h/41.80d remaining; height: 0r17
Rock num: 8000 (276671.92 rocks/s), 3614401s/60240m/1004.00h/41.83d remaining; height: 0r120
Rock num: 8200 (276731.38 rocks/s), 3613617s/60226m/1003.77h/41.82d remaining; height: 0r21
Rock num: 8400 (276712.23 rocks/s), 3613865s/60231m/1003.85h/41.83d remaining; height: 0r127
Rock num: 8600 (276877.83 rocks/s), 3611712s/60195m/1003.25h/41.80d remaining; height: 0r28
Rock num: 8800 (276726.49 rocks/s), 3613682s/60228m/1003.80h/41.82d remaining; height: 0r128
Rock num: 9000 (276739.49 rocks/s), 3613513s/60225m/1003.75h/41.82d remaining; height: 0r34
Rock num: 9200 (276794.47 rocks/s), 3612795s/60213m/1003.55h/41.81d remaining; height: 0r137
Rock num: 9400 (276396.74 rocks/s), 3617997s/60299m/1004.98h/41.87d remaining; height: 0r40
Rock num: 9600 (276365.15 rocks/s), 3618403s/60306m/1005.10h/41.88d remaining; height: 0r141
Rock num: 9800 (276405.91 rocks/s), 3617879s/60297m/1004.95h/41.87d remaining; height: 0r47
Rock num: 10000 (276212.67 rocks/s), 3620407s/60340m/1005.67h/41.90d remaining; height: 0r148
Rock num: 10200 (276250.70 rocks/s), 3619909s/60331m/1005.52h/41.90d remaining; height: 0r48
Rock num: 10400 (276331.83 rocks/s), 3618848s/60314m/1005.23h/41.88d remaining; height: 0r154
Rock num: 10600 (276380.51 rocks/s), 3618206s/60303m/1005.05h/41.88d remaining; height: 0r57
Rock num: 10800 (276207.11 rocks/s), 3620473s/60341m/1005.68h/41.90d remaining; height: 0r160
Rock num: 11000 (276246.06 rocks/s), 3619961s/60332m/1005.53h/41.90d remaining; height: 0r61
Rock num: 11200 (276159.36 rocks/s), 3621102s/60351m/1005.85h/41.91d remaining; height: 0r167
Rock num: 11400 (275979.95 rocks/s), 3623464s/60391m/1006.52h/41.94d remaining; height: 0r68
Rock num: 11600 (276029.08 rocks/s), 3622807s/60380m/1006.33h/41.93d remaining; height: 0r168
Rock num: 11800 (276107.97 rocks/s), 3621784s/60363m/1006.05h/41.92d remaining; height: 0r74
Rock num: 12000 (275962.65 rocks/s), 3623687s/60394m/1006.57h/41.94d remaining; height: 0r177
Rock num: 12200 (275956.95 rocks/s), 3623766s/60396m/1006.60h/41.94d remaining; height: 0r80
Rock num: 12400 (276032.95 rocks/s), 3622768s/60379m/1006.32h/41.93d remaining; height: 0r181
Rock num: 12600 (276016.56 rocks/s), 3622978s/60382m/1006.37h/41.93d remaining; height: 0r87
Rock num: 12800 (275745.89 rocks/s), 3626538s/60442m/1007.37h/41.97d remaining; height: 0r188
Rock num: 13000 (275801.37 rocks/s), 3625802s/60430m/1007.17h/41.97d remaining; height: 0r88
Rock num: 13200 (275873.63 rocks/s), 3624856s/60414m/1006.90h/41.95d remaining; height: 0r194
Rock num: 13400 (275672.48 rocks/s), 3627499s/60458m/1007.63h/41.98d remaining; height: 0r97
Rock num: 13600 (275720.28 rocks/s), 3626867s/60447m/1007.45h/41.98d remaining; height: 0r0
Rock num: 13800 (275783.21 rocks/s), 3626039s/60433m/1007.22h/41.97d remaining; height: 0r101
Rock num: 14000 (275658.23 rocks/s), 3627683s/60461m/1007.68h/41.99d remaining; height: 0r7
Rock num: 14200 (275690.21 rocks/s), 3627262s/60454m/1007.57h/41.98d remaining; height: 0r108
Rock num: 14400 (275607.63 rocks/s), 3628354s/60472m/1007.87h/41.99d remaining; height: 0r8
Rock num: 14600 (275673.63 rocks/s), 3627486s/60458m/1007.63h/41.98d remaining; height: 0r114
Rock num: 14800 (275541.77 rocks/s), 3629223s/60487m/1008.12h/42.00d remaining; height: 0r17
Rock num: 15000 (275590.14 rocks/s), 3628578s/60476m/1007.93h/42.00d remaining; height: 0r120
Rock num: 15200 (275643.15 rocks/s), 3627880s/60464m/1007.73h/41.99d remaining; height: 0r21
Rock num: 15400 (275517.58 rocks/s), 3629540s/60492m/1008.20h/42.01d remaining; height: 0r127
Rock num: 15600 (275532.22 rocks/s), 3629342s/60489m/1008.15h/42.01d remaining; height: 0r28
Rock num: 15800 (275573.67 rocks/s), 3628802s/60480m/1008.00h/42.00d remaining; height: 0r128
Rock num: 16000 (275352.42 rocks/s), 3631714s/60528m/1008.80h/42.03d remaining; height: 0r34
Rock num: 16200 (275384.04 rocks/s), 3631292s/60521m/1008.68h/42.03d remaining; height: 0r137
Rock num: 16400 (275434.87 rocks/s), 3630633s/60510m/1008.50h/42.02d remaining; height: 0r40
Rock num: 16600 (275471.76 rocks/s), 3630146s/60502m/1008.37h/42.02d remaining; height: 0r141
Rock num: 16800 (275349.90 rocks/s), 3631754s/60529m/1008.82h/42.03d remaining; height: 0r47
Rock num: 17000 (275393.91 rocks/s), 3631174s/60519m/1008.65h/42.03d remaining; height: 0r148
Rock num: 17200 (275429.84 rocks/s), 3630699s/60511m/1008.52h/42.02d remaining; height: 0r48
Rock num: 17400 (275346.48 rocks/s), 3631794s/60529m/1008.82h/42.03d remaining; height: 0r154
Rock num: 17600 (275372.82 rocks/s), 3631451s/60524m/1008.73h/42.03d remaining; height: 0r57
Rock num: 17800 (275336.28 rocks/s), 3631926s/60532m/1008.87h/42.04d remaining; height: 0r160
Rock num: 18000 (275252.57 rocks/s), 3633034s/60550m/1009.17h/42.05d remaining; height: 0r61
Rock num: 18200 (275286.84 rocks/s), 3632585s/60543m/1009.05h/42.04d remaining; height: 0r167
Rock num: 18400 (275334.12 rocks/s), 3631952s/60532m/1008.87h/42.04d remaining; height: 0r68
Rock num: 18600 (275377.02 rocks/s), 3631385s/60523m/1008.72h/42.03d remaining; height: 0r168
Rock num: 18800 (275288.61 rocks/s), 3632559s/60542m/1009.03h/42.04d remaining; height: 0r74
Rock num: 19000 (275324.24 rocks/s), 3632084s/60534m/1008.90h/42.04d remaining; height: 0r177
Rock num: 19200 (275364.75 rocks/s), 3631556s/60525m/1008.75h/42.03d remaining; height: 0r80
Rock num: 19400 (275197.26 rocks/s), 3633760s/60562m/1009.37h/42.06d remaining; height: 0r181
Rock num: 19600 (275223.76 rocks/s), 3633417s/60556m/1009.27h/42.05d remaining; height: 0r87
Rock num: 19800 (275269.11 rocks/s), 3632810s/60546m/1009.10h/42.05d remaining; height: 0r188
Rock num: 20000 (275130.97 rocks/s), 3634645s/60577m/1009.62h/42.07d remaining; height: 0r88
Rock num: 20200 (275188.78 rocks/s), 3633879s/60564m/1009.40h/42.06d remaining; height: 0r194
Rock num: 20400 (275219.30 rocks/s), 3633469s/60557m/1009.28h/42.05d remaining; height: 0r97
Rock num: 20600 (275264.02 rocks/s), 3632876s/60547m/1009.12h/42.05d remaining; height: 0r0
Rock num: 20800 (275180.42 rocks/s), 3633984s/60566m/1009.43h/42.06d remaining; height: 0r101
Rock num: 21000 (275135.32 rocks/s), 3634579s/60576m/1009.60h/42.07d remaining; height: 0r7
Rock num: 21200 (275159.24 rocks/s), 3634262s/60571m/1009.52h/42.06d remaining; height: 0r108
Rock num: 21400 (275089.00 rocks/s), 3635187s/60586m/1009.77h/42.07d remaining; height: 0r8
Rock num: 21600 (275135.42 rocks/s), 3634579s/60576m/1009.60h/42.07d remaining; height: 0r114
Rock num: 21800 (275171.12 rocks/s), 3634103s/60568m/1009.47h/42.06d remaining; height: 0r17
Rock num: 22000 (275104.41 rocks/s), 3634988s/60583m/1009.72h/42.07d remaining; height: 0r120
Rock num: 22200 (275131.34 rocks/s), 3634632s/60577m/1009.62h/42.07d remaining; height: 0r21
Rock num: 22400 (275149.91 rocks/s), 3634394s/60573m/1009.55h/42.06d remaining; height: 0r127
Rock num: 22600 (275174.41 rocks/s), 3634064s/60567m/1009.45h/42.06d remaining; height: 0r28
Rock num: 22800 (275007.48 rocks/s), 3636270s/60604m/1010.07h/42.09d remaining; height: 0r128
